strain	stressMPA
0.014918699	131.4851405
0.014960975	131.8432824
0.015001626	132.2014243
0.01504065	132.5595662
0.0150813	132.9177081
0.015121951	133.27585
0.015162601	133.6339919
0.015204878	133.9921338
0.015245528	134.3502757
0.015284552	134.7084176
0.015325203	135.0665595
0.015365853	135.4247014
0.015406504	135.7828433
0.01544878	136.1409852
0.015487804	136.4991271
0.015528455	136.857269
0.015569105	137.2154109
0.015609756	137.5735528
0.015652032	137.9316947
0.015692683	138.2898366
0.015731707	138.6479785
0.015772357	139.0061204
0.015813008	139.3642623
0.015853658	139.7224042
0.015895935	140.0805461
0.015936585	140.438688
0.015975609	140.7968299
0.01601626	141.1549718
0.01605691	141.5131137
0.016097561	141.8712556
0.016139837	142.2293975
0.016178861	142.5875394
0.016219512	142.9456813
0.016260162	143.3038232
0.016300813	143.6619651
0.016343089	144.020107
0.016383739	144.3782489
0.016422764	144.7363908
0.016463414	145.0945327
0.016504065	145.4526746
0.016544715	145.8108165
0.016586991	146.1689584
0.016627642	146.5271003
0.016666666	146.8852422
0.016707317	147.2433841
0.016747967	147.601526
0.016788617	147.9596679
0.016830894	148.3178098
0.016871544	148.6759517
0.016910569	149.0340936
0.016951219	149.3922355
0.01699187	149.7503774
0.017034146	150.1085193
0.017074796	150.4666612
0.017113821	150.8248031
0.017154471	151.182945
0.017195122	151.5410869
0.017235772	151.8992288
0.017278048	152.2573707
0.017318699	152.6155126
0.017357723	152.9736545
0.017398374	153.3317964
0.017439024	153.6899383
0.017479674	154.0480802
0.017521951	154.4062221
0.017562601	154.764364
0.017601626	155.1225059
0.017642276	155.4806478
0.017682926	155.8387897
0.017725203	156.1969316
0.017765853	156.5550735
0.017804878	156.9132154
0.017845528	157.2713573
0.017886178	157.6294992
0.017926829	157.9876411
0.017969105	158.345783
0.018009756	158.7039249
0.01804878	159.0620668
0.01808943	159.4202087
0.018130081	159.7783506
0.018170731	160.1364925
0.018213008	160.4946344
0.018253658	160.8527763
0.018292683	161.2109182
0.018333333	161.5690601
0.018373983	161.927202
0.01841626	162.2853439
0.01845691	162.6434858
0.018495935	163.0016277
0.018536585	163.3597696
0.018577235	163.7179115
0.018617886	164.0760534
0.018660162	164.4341953
0.018700813	164.7923372
0.018739837	165.1504791
0.018780487	165.508621
0.018821138	165.8667629
0.018861788	166.2249048
0.018904065	166.5830467
0.018944715	166.9411886
0.018983739	167.2993305
0.01902439	167.6574724
0.01906504	168.0156143
0.019107317	168.3737562
0.019147967	168.7318981
0.019186991	169.09004
0.019227642	169.4481819
0.019268292	169.8063238
0.019308943	170.1644657
0.019351219	170.5226076
0.01939187	170.8807495
0.019430894	171.2388914
0.019471544	171.5970333
0.019512195	171.9551752
0.019552845	172.3133171
0.019595122	172.671459
0.019635772	173.0296009
0.019674796	173.3877428
0.019715447	173.7458847
0.019756097	174.1040266
0.019798374	174.4621685
0.019839024	174.8203104
0.019879674	175.1784523
0.019918699	175.5365942
0.019959349	175.8947361
0.02	176.252878
0.020042276	176.6110199
0.020082926	176.9691618
0.020121951	177.3273037
0.020162601	177.6854456
0.020203252	178.0435875
0.020243902	178.4017294
0.020286178	178.7598713
0.020326829	179.1180132
0.020365853	179.4761551
0.020406504	179.834297
0.020447154	180.1924389
0.02048943	180.5505808
0.020530081	180.9087227
0.020570731	181.2668646
0.020609756	181.6250065
0.020650406	181.9831484
0.020691057	182.3412903
0.020733333	182.6994322
0.020773983	183.0575741
0.020813008	183.415716
0.020853658	183.7738579
0.020894309	184.1319998
0.020934959	184.4901417
0.020977235	184.8482836
0.021017886	185.2064255
0.02105691	185.5645674
0.021097561	185.9227093
0.021138211	186.2808512
0.021178861	186.6389931
0.021221138	186.997135
0.021261788	187.3552769
0.021300813	187.7134188
0.021341463	188.0715607
0.021382113	188.4297026
0.02142439	188.7878445
0.02146504	189.1459864
0.021504065	189.5041283
0.021544715	189.8622702
0.021585365	190.2204121
0.021626016	190.578554
0.021668292	190.9366959
0.021708943	191.2948378
0.021747967	191.6529797
0.021788617	192.0111216
0.021829268	192.3692635
0.021869918	192.7274054
0.021912195	193.0855473
0.021952845	193.4436892
0.02199187	193.8018311
0.02203252	194.159973
0.02207317	194.5181149
0.022115447	194.8762568
0.022156097	195.2343987
0.022195122	195.5925406
0.022235772	195.9506825
0.022276422	196.3088244
0.022317073	196.6669663
0.022359349	197.0251082
0.0224	197.3832501
0.022439024	197.741392
0.022479674	198.0995339
0.022520325	198.4576758
0.022560975	198.8158177
0.022603252	199.1739596
0.022643902	199.5321015
0.022682926	199.8902434
0.022723577	200.2483853
0.022764227	200.6065272
0.022806504	200.9646691
0.022847154	201.322811
0.022887804	201.6809529
0.022926829	202.0390948
0.022967479	202.3972367
0.02300813	202.7553786
0.023050406	203.1135205
0.023091057	203.4716624
0.023130081	203.8298043
0.023170731	204.1879462
0.023211382	204.5460881
0.023252032	204.90423
0.023294309	205.2623719
0.023334959	205.6205138
0.023373983	205.9786557
0.023414634	206.3367976
0.023455284	206.6949395
0.023497561	207.0530814
0.023538211	207.4112233
0.023578861	207.7693652
0.023617886	208.1275071
0.023658536	208.485649
0.023699187	208.8437909
0.023741463	209.2019328
0.023782113	209.5600747
0.023821138	209.9182166
0.023861788	210.2763585
0.023902439	210.6345004
0.023943089	210.9926423
0.023985365	211.3507842
0.024026016	211.7089261
0.02406504	212.067068
0.024105691	212.4252099
0.024146341	212.7833518
0.024188617	213.1414937
0.024229268	213.4996356
0.024269918	213.8577775
0.024308943	214.2159194
0.024349593	214.5740613
0.024390244	214.9322032
0.02443252	215.2903451
0.02447317	215.648487
0.024512195	216.0066289
0.024552845	216.3647708
0.024593496	216.7229127
0.024634146	217.0810546
0.024676422	217.4391965
0.024717073	217.7973384
0.024756097	218.1554803
0.024796748	218.5136222
0.024837398	218.8717641
0.024879674	219.229906
0.024920325	219.5880479
0.024960975	219.9461898
0.025	220.3043317
0.02504065	220.6624736
0.0250813	221.0206155
0.025123577	221.3787574
0.025164227	221.7368993
0.025203252	222.0950412
0.025243902	222.4531831
0.025284552	222.811325
0.025325203	223.1694669
0.025367479	223.5276088
0.02540813	223.8857507
0.025447154	224.2438926
0.025487804	224.6020345
0.025528455	224.9601764
0.025570731	225.3183183
0.025611382	225.6764602
0.025652032	226.0346021
0.025691057	226.392744
0.025731707	226.7508859
0.025772357	227.1090278
0.025814634	227.4671697
0.025855284	227.8253116
0.025895935	228.1834535
0.025934959	228.5415954
0.025975609	228.8997373
0.02601626	229.2578792
0.026058536	229.6160211
0.026099187	229.974163
0.026138211	230.3323049
0.026178861	230.6904468
0.026219512	231.0485887
0.026261788	231.4067306
0.026302439	231.7648725
0.026343089	232.1229876
0.026382113	232.5993006
0.026422764	232.9574416
0.026463414	233.1964854
0.026505691	233.553727
0.026546341	233.9118422
0.026586991	234.1500116
0.026626016	234.6271981
0.026666666	235.1044113
0.026707317	235.4625531
0.026749593	235.9397396
0.026790244	236.2978815
0.026829268	236.6551231
0.026869918	237.1323096
0.026910569	237.3713792
0.026952845	237.7285942
0.026993496	238.2058073
0.027034146	238.5639492
0.02707317	238.9220643
0.027113821	239.279306
0.027154471	239.7565192
0.027196748	240.1146343
0.027237398	240.5918475
0.027278048	240.9490882
0.027317073	241.3072034
0.027357723	241.6653452
0.027398374	242.0225602
0.02744065	242.380702
0.0274813	242.7388172
0.027520325	243.0969581
0.027560975	243.3351018
0.027601626	243.6932436
0.027643902	244.0504843
0.027684552	244.5276708
0.027725203	244.8858127
0.027764227	245.3630259
0.027804878	245.6011695
0.027845528	246.0783827
0.027887804	246.4364978
0.027928455	246.7946397
0.027969105	247.2718262
0.02800813	247.5099956
0.02804878	247.8681374
0.02808943	248.2253524
0.028131707	248.7025655
0.028172357	249.0607065
0.028211382	249.4188216
0.028252032	249.8960357
0.028292683	250.2532765
0.028334959	250.6113916
0.028375609	250.9695068
0.02841626	251.2076762
0.028455284	251.6848894
0.028495935	252.0430045
0.028536585	252.4002462
0.028578861	252.758388
0.028619512	253.2355745
0.028660162	253.5937163
0.028699187	253.9509571
0.028739837	254.3090722
0.028780487	254.5472425
0.028822764	255.024429
0.028863414	255.3825709
0.028904065	255.740686
0.028943089	256.2178992
0.028983739	256.57514
0.02902439	256.9332551
0.029066666	257.291397
0.029107317	257.6486386
0.029146341	258.0067538
0.029186991	258.3648689
0.029227642	258.8420821
0.029269918	259.1993228
0.029310569	259.557438
0.029351219	259.9155798
0.029390244	260.2728206
0.029430894	260.6309358
0.029471544	260.9890776
0.029513821	261.3463192
0.029554471	261.585363
0.029595122	262.0625495
0.029634146	262.4206914
0.029674796	262.6588341
0.029715447	263.1360473
0.029757723	263.4941891
0.029798374	263.8514298
0.029837398	264.209545
0.029878048	264.4477153
0.029918699	264.8058304
0.029960975	265.2830436
0.030001626	265.7602302
0.030042276	266.118372
0.0300813	266.4756127
0.030121951	266.8337279
0.030162601	267.3109411
0.030204878	267.5491113
0.030245528	267.9072265
0.030286178	268.1453959
0.030325203	268.6225824
0.030365853	268.9807243
0.030406504	269.4579108
0.03044878	269.8160526
0.03048943	270.1732942
0.030528455	270.5314094
0.030569105	270.7695788
0.030609756	271.0086226
0.030652032	271.3667378
0.030692683	271.8439509
0.030733333	272.2011917
0.030772357	272.5593069
0.030813008	273.03652
0.030853658	273.3946619
0.030895935	273.7518768
0.030936585	273.9909464
0.030977235	274.3481614
0.03101626	274.7063032
0.03105691	275.0644184
0.031097561	275.4216591
0.031139837	275.7798009
0.031180487	276.2569884
0.031219512	276.6151293
0.031260162	276.9723709
0.031300813	277.3304861
0.031343089	277.5686555
0.031383739	277.9267706
0.03142439	278.2849125
0.031463414	278.6430276
0.031504065	279.0002684
0.031544715	279.3583835
0.031586991	279.7165254
0.031627642	279.954669
0.031668292	280.3128108
0.031707317	280.5509535
0.031747967	280.9090954
0.031788617	281.2672105
0.031830894	281.6244513
0.031871544	281.9825931
0.031912195	282.3407083
0.031951219	282.6979499
0.03199187	283.056065
0.032034146	283.4142069
0.032074796	283.7714476
0.032115447	284.0104914
0.032154471	284.3686066
0.032195122	284.606776
0.032235772	284.9648911
0.032278048	285.3221328
0.032318699	285.799346
0.032359349	286.1574611
0.032398374	286.515603
0.032439024	286.7537457
0.032479674	287.1118875
0.032521951	287.4691282
0.032562601	287.8272434
0.032603252	288.0662872
0.032642276	288.3044566
0.032682926	288.6625718
0.032725203	289.0198134
0.032765853	289.3779552
0.032806504	289.7360704
0.032845528	289.9742398
0.032886178	290.3323549
0.032926829	290.6904701
0.032969105	291.0477117
0.033009756	291.4058527
0.033050406	291.8830658
0.03308943	292.241181
0.033130081	292.4793513
0.033170731	292.717494
0.033213008	293.0756358
0.033253658	293.433751
0.033294309	293.6719204
0.033333333	294.0300355
0.033373983	294.3881507
0.03341626	294.7453923
0.03345691	295.1035342
0.033497561	295.3416769
0.033536585	295.5807474
0.033577235	295.8188901
0.033617886	296.0579339
0.033660162	296.4160757
0.033700813	296.6542184
0.033741463	297.0123603
0.033780487	297.3696019
0.033821138	297.7277171
0.033861788	298.0858322
0.033904065	298.2049302
0.033944715	298.443073
0.033985365	298.8012148
0.03402439	299.15933
0.03406504	299.3974993
0.034107317	299.7556145
0.034147967	300.1137563
0.034188617	300.4709971
0.034227642	300.7100409
0.034268292	300.9481845
0.034308943	301.1872274
0.034351219	301.544469
0.03439187	301.7835128
0.03443252	302.1416547
0.034471544	302.3797974
0.034512195	302.7379392
0.034552845	303.09518
0.034595122	303.3342238
0.034635772	303.5723931
0.034676422	303.6914654
0.034715447	304.0495806
0.034756097	304.4077215
0.034798374	304.6458651
0.034839024	304.8849089
0.034879674	305.2421496
0.034920325	305.4811935
0.034959349	305.8393353
0.035	305.9584066
0.035042276	306.196576
0.035082926	306.5546912
0.035123577	306.912833
0.035162601	307.2700746
0.035203252	307.5091176
0.035243902	307.8663592
0.035286178	307.986305
0.035326829	308.105403
0.035367479	308.3435457
0.035406504	308.5825895
0.035447154	308.8207589
0.03548943	309.1788741
0.035530081	309.4170443
0.035570731	309.6560873
0.035611382	310.0142291
0.035650406	310.2523727
0.035691057	310.3714441
0.035733333	310.4905421
0.035773983	310.7295859
0.035814634	310.8486572
0.035853658	311.2067991
0.035894309	311.5649142
0.035934959	311.8030836
0.035977235	312.0412263
0.036017886	312.1611988
0.036058536	312.3993682
0.036097561	312.638412
0.036138211	312.8765556
0.036178861	313.114725
0.036221138	313.4728401
0.036261788	313.5919381
0.036302439	313.830982
0.036341463	314.0691247
0.036382113	314.1890971
0.03642439	314.5463379
0.03646504	314.6654092
0.036505691	314.9044797
0.036544715	315.1426224
0.036585365	315.3816662
0.036626016	315.5007642
0.036668292	315.7398081
0.036708943	315.9779508
0.036749593	316.0970497
0.036788617	316.3360926
0.036829268	316.5742362
0.036869918	316.6933342
0.036912195	316.8133058
0.036952845	317.1705208
0.036993496	317.4095912
0.03703252	317.5286626
0.03707317	317.7668053
0.037115447	318.0058758
0.037156097	318.1249471
0.037196748	318.2440185
0.037235772	318.3639909
0.037276422	318.4830623
0.037317073	318.8403039
0.037359349	319.0793468
0.0374	319.1984449
0.03744065	319.4374887
0.037479674	319.6756323
0.037520325	319.7947303
0.037560975	319.9147019
0.037603252	320.0337741
0.037643902	320.1528455
0.037684552	320.2719168
0.037723577	320.5109873
0.037764227	320.6300587
0.037806504	320.8682014
0.037847154	321.1072718
0.037887804	321.2263432
0.037928455	321.4644868
0.037967479	321.4644868
0.03800813	321.5844584
0.038050406	321.7035564
0.038091057	322.0616716
0.038131707	322.1807429
0.038170731	322.4189132
0.038211382	322.6579561
0.038252032	322.7770283
0.038294309	322.8961264
0.038334959	323.0151977
0.038375609	323.1351702
0.038414634	323.3733129
0.038455284	323.4924109
0.038497561	323.6123834
0.038538211	323.7314547
0.038578861	323.9695974
0.038619512	324.0886955
0.038658536	324.2086679
0.038699187	324.3277393
0.038741463	324.3277393
0.038782113	324.5658829
0.038822764	324.6858544
0.038861788	324.9240238
0.038902439	325.1630676
0.038943089	325.282139
0.038985365	325.282139
0.039026016	325.401237
0.039066666	325.5203093
0.039105691	325.6393806
0.039146341	325.7593522
0.039188617	325.8784244
0.039229268	325.9975224
0.039269918	326.2365654
0.039310569	326.474709
0.039349593	326.593807
0.039390244	326.593807
0.03943252	326.593807
0.03947317	326.7137528
0.039513821	326.9519222
0.039552845	327.0709935
0.039593496	327.1900915
0.039634146	327.4291353
0.039676422	327.4291353
0.039717073	327.5482067
0.039757723	327.5482067
0.039796748	327.6672789
0.039837398	327.6672789
0.039879674	327.9063485
0.039920325	328.0254199
0.039960975	328.1444921
0.040001626	328.3835351
0.04004065	328.5026331
0.0400813	328.5026331
0.040123577	328.6217053
0.040164227	328.7407767
0.040204878	328.8607482
0.040243902	328.9798205
0.040284552	329.0989185
0.040325203	329.2179899
0.040367479	329.3379614
0.04040813	329.4570337
0.04044878	329.576105
0.040487804	329.576105
0.040528455	329.576105
0.040570731	329.6952031
0.040611382	329.8142744
0.040652032	330.0533182
0.040692683	330.0533182
0.040731707	330.2914876
0.040772357	330.2914876
0.040814634	330.4114334
0.040855284	330.4114334
0.040895935	330.4114334
0.040936585	330.5305314
0.040975609	330.7686741
0.04101626	330.7686741
0.041058536	330.887773
0.041099187	331.0077179
0.041139837	331.2458882
0.041178861	331.3649596
0.041219512	331.4849311
0.041261788	331.3649596
0.041302439	331.3649596
0.041343089	331.4849311
0.041383739	331.6040291
0.041422764	331.7231014
0.041463414	331.8421728
0.041505691	331.9621443
0.041546341	332.0812166
0.041586991	332.2003146
0.041627642	332.2003146
0.041666666	332.2003146
0.041707317	332.4384573
0.041749593	332.4384573
0.041790244	332.4384573
0.041830894	332.5584298
0.041869918	332.6775011
0.041910569	332.7965991
0.041952845	332.9156705
0.041993496	332.9156705
0.042034146	332.9156705
0.042074796	333.0356429
0.042113821	333.1547143
0.042154471	333.2737857
0.042196748	333.3928837
0.042237398	333.6319275
0.042278048	333.6319275
0.042318699	333.6319275
0.042357723	333.6319275
0.042398374	333.6319275
0.04244065	333.7509988
0.0424813	333.8700702
0.042521951	333.8700702
0.042560975	333.9891691
0.042601626	334.228212
0.042643902	334.3472843
0.042684552	334.3472843
0.042725203	334.3472843
0.042765853	334.228212
0.042804878	334.3472843
0.042845528	334.4663556
0.042887804	334.4663556
0.042928455	334.7053994
0.042969105	334.7053994
0.043009756	334.8244975
0.04304878	334.8244975
0.04308943	334.9435688
0.043131707	334.9435688
0.043172357	335.1826126
0.043213008	335.3017107
0.043252032	335.3017107
0.043292683	335.420782
0.043333333	335.5398534
0.043375609	335.5398534
0.04341626	335.5398534
0.04345691	335.5398534
0.043495935	335.5398534
0.043536585	335.6598258
0.043578861	335.7788972
0.043619512	335.8979952
0.043660162	336.0170666
0.043700813	336.0170666
0.043739837	336.0170666
0.043780487	336.0170666
0.043822764	336.0170666
0.043863414	336.137039
0.043904065	336.2561104
0.043944715	336.4942797
0.043983739	336.4942797
0.04402439	336.6133511
0.044066666	336.6133511
0.044107317	336.6133511
0.044147967	336.7333236
0.044186991	336.7333236
0.044227642	336.7333236
0.044269918	336.9714663
0.044310569	336.9714663
0.044351219	336.9714663
0.04439187	337.0905643
0.044430894	337.0905643
0.044471544	337.0905643
0.044513821	337.2105101
0.044554471	337.2105101
0.044595122	337.2105101
0.044635772	337.3296081
0.044674796	337.4486795
0.044715447	337.5677517
0.044757723	337.6877233
0.044798374	337.6877233
0.044839024	337.6877233
0.044878048	337.6877233
0.044918699	337.6877233
0.044960975	337.6877233
0.045001626	337.9258935
0.045042276	338.0449649
0.045082926	338.0449649
0.045121951	338.1640363
0.045162601	338.1640363
0.045204878	338.2840087
0.045245528	338.2840087
0.045286178	338.4030801
0.045326829	338.2840087
0.045365853	338.5221781
0.045406504	338.5221781
0.04544878	338.6412494
0.04548943	338.7612219
0.045530081	338.6412494
0.045569105	338.6412494
0.045609756	338.6412494
0.045652032	338.6412494
0.045692683	338.7612219
0.045733333	338.8802933
0.045773983	338.9993913
0.045813008	338.9993913
0.045853658	339.1184626
0.045895935	339.1184626
0.045936585	339.237534
0.045977235	339.237534
0.046017886	339.237534
0.04605691	339.3575064
0.046097561	339.3575064
0.046139837	339.4765778
0.046180487	339.4765778
0.046221138	339.5956758
0.046260162	339.7147472
0.046300813	339.7147472
0.046343089	339.7147472
0.046383739	339.7147472
0.04642439	339.7147472
0.04646504	339.8347196
0.046504065	339.953791
0.046544715	339.953791
0.046586991	340.0728623
0.046627642	340.0728623
0.046668292	340.0728623
0.046708943	340.0728623
0.046747967	340.0728623
0.046788617	340.1919604
0.046830894	340.1919604
0.046871544	340.1919604
0.046912195	340.1919604
0.046952845	340.4310042
0.04699187	340.4310042
0.047034146	340.5500755
0.047074796	340.5500755
0.047115447	340.5500755
0.047156097	340.6691478
0.047195122	340.7882458
0.047235772	340.7882458
0.047278048	340.9081907
0.047318699	340.9081907
0.047359349	340.9081907
0.0474	341.0272887
0.047439024	341.0272887
0.047479674	341.0272887
0.047521951	341.146361
0.047562601	341.146361
0.047603252	341.146361
0.047643902	341.2654323
0.047682926	341.3854039
0.047725203	341.3854039
0.047765853	341.3854039
